id;address;pricePerSqm;yearBuilt;sourceLink;salePrice;size;roomInfo;houseType;postcode
14948;Mataratie 7 a, Rajakylä Oulu;1042;1976;http://www.etuovi.com/kohde/7723921?sc=M1042147289&pos=16126;84900;81.5;3h, k, s;Rivitalo;90580
15015;Tullimiehentie 1, Koskela Oulu;1175;1970;http://www.etuovi.com/kohde/2203944?sc=M1042147289&pos=16195;67000;57;2h+k+kph/wc+vh;Kerrostalo;90560
15027;Pylvästie 9, Pateniemi Oulu;1132;1982;http://www.etuovi.com/kohde/9743991?sc=M1042147289&pos=16237;129000;114;5h, k, khh, kh, s, wc;Rivitalo;90800
15033;Jalohaukantie 6 F, Kaukovainio Oulu;1185;1969;http://www.etuovi.com/kohde/7723579?sc=M1042147289&pos=16203;109000;92;4h, k;Kerrostalo;90250
15066;Rautatienkatu 31 B 6, Etu-Lyötty Oulu;3698;2015;http://www.etuovi.com/kohde/982879?sc=M1042147289&pos=16261;257000;69.5;3h+k+s;Kerrostalo;90100
15067;Rautatienkatu 31 B 9, Etu-Lyötty Oulu;3792;2015;http://www.etuovi.com/kohde/982875?sc=M1042147289&pos=16262;292000;77;4h+kt+s;Kerrostalo;90130
15068;Rautatienkatu 31 B 37, Etu-Lyötty Oulu;4221;2015;http://www.etuovi.com/kohde/982843?sc=M1042147289&pos=16263;325000;77;4h+kt+s;Kerrostalo;90100
15069;Rautatienkatu 31 B 41, Etu-Lyötty Oulu;4245;2015;http://www.etuovi.com/kohde/982839?sc=M1042147289&pos=16264;295000;69.5;3h+k+s;Kerrostalo;90100
15070;Rautatienkatu 31 B 43, Etu-Lyötty Oulu;4524;2015;http://www.etuovi.com/kohde/982837?sc=M1042147289&pos=16265;285000;63;3h+kt+s;Kerrostalo;90100
15071;Rautatienkatu 31 B 49, Etu-Lyötty Oulu;4743;2015;http://www.etuovi.com/kohde/982831?sc=M1042147289&pos=16266;268000;56.5;2h+kt+s;Kerrostalo;90100
15072;Rautatienkatu 31 B 56, Etu-Lyötty Oulu;4920;2015;http://www.etuovi.com/kohde/982824?sc=M1042147289&pos=16267;278000;56.5;2h+kt+s;Kerrostalo;90120
15073;Rautatienkatu 31 B 63, Etu-Lyötty Oulu;5097;2015;http://www.etuovi.com/kohde/982817?sc=M1042147289&pos=16268;288000;56.5;2h+kt+s;Kerrostalo;90100
15074;Pajumaankuja 3, Kello Oulu;246;1997;http://www.etuovi.com/kohde/e24928?sc=M1042147289&pos=16269;25388.71;103;5H+K+S;Rivitalo;90820
15079;Perhotie 6, Kello,Kiviniemi Oulu;1707;2006;http://www.etuovi.com/kohde/9969827?sc=M1042147289&pos=16265;198000;116;5h,k,khh,ph,s,wc,aula;Paritalo;90810
15095;Betonimiehenkatu 11, Alppila Oulu;2683;2013;http://www.etuovi.com/kohde/9832944?sc=M1042147289&pos=16321;258900;96.5;3h+k+s;Kerrostalo;90530
15168;Havupolku 5.B, Jääli Oulu;1653;2011;http://www.etuovi.com/kohde/e24828?sc=M1042147289&pos=16372;178500;108;6h+k+khh+kh+s+wc;Rivitalo;90940
15178;Rantapolku 1, Jääli Oulu;2557;2016;http://www.etuovi.com/kohde/9830090?sc=M1042147289&pos=16378;179000;70;3h+k+s;Luhtitalo;90940
15258;Peltolankaari 28 A, Peltola Oulu;2142;1997;http://www.etuovi.com/kohde/581425?sc=M1042147289&pos=16456;158500;74;Oh, k, 2mh, ph, sa, erill.wc, vh, las. parveke;Kerrostalo;90230
15345;Purutie 3, Pateniemi Oulu;247;1998;http://www.etuovi.com/kohde/e24694?sc=M1042147289&pos=16567;18982.13;77;3H+K+S;Luhtitalo;90800
15377;Runkotie 5 C 11, Oulunsalo Oulu;1450;1999;http://www.etuovi.com/kohde/9994176?sc=M1042147289&pos=16567;146500;101;5h+k+s;Rivitalo;90460
15390;Notaarintie 4, Laanila Oulu;2628;2004;http://www.etuovi.com/kohde/9928965?sc=M1042147289&pos=16594;123500;47;2h,k,s;Luhtitalo;90650
15409;Purutie 3, Pateniemi Oulu;280;1998;http://www.etuovi.com/kohde/e24664?sc=M1042147289&pos=16613;10781.17;38.5;1H+KK+S;Luhtitalo;90800
15412;Jäälintie 10, Jääli Oulu;1306;1981;http://www.etuovi.com/kohde/2203608?sc=M1042147289&pos=16616;79000;60.5;Rt 2h,k,kph,wc,s,vh;Rivitalo;90940
15422;Merikoskenkatu 2 A, Tuira Oulu;1904;1963;http://www.etuovi.com/kohde/7723538?sc=M1042147289&pos=16636;99000;52;2h, kk;Kerrostalo;90500
15432;Kirkkokatu 8, Keskusta Oulu;4085;1907;http://www.etuovi.com/kohde/9957688?sc=M1042147289&pos=16636;670000;164;eteinen, takkahuone, olohuone, makuuhuone, ruokail;Kerrostalo;90590
15474;Välitalontie 11 C, Jääli Oulu;1525;1998;http://www.etuovi.com/kohde/e24629?sc=M1042147289&pos=16671;122000;80;3h+k+khh+ph+s+vh+var+Ak;Rivitalo;90940
15496;Tepontie 9, Kaakkuri Oulu;1588;2006;http://www.etuovi.com/kohde/e24484?sc=M1042147289&pos=16693;154000;97;4h+k+s+kh+khh/wc+vh+parveke+terassi;Rivitalo;90420
15521;Saarelankankaantie 64, Saarela Oulu;792;1960;http://www.etuovi.com/kohde/1191551?sc=M1042147289&pos=16748;95000;120;3mh+oh+k/rt+ph+s;Omakotitalo;90650
15524;Jatulikivenkatu 8, Maikkula Oulu;1126;1990;http://www.etuovi.com/kohde/1191819?sc=M1042147289&pos=16741;85000;75.5;3h, k, s, eril. wc;Luhtitalo;90240
15567;Aleksanterinkatu 71 A 1, Hollihaka Oulu;3561;2016;http://www.etuovi.com/kohde/c49884?sc=M1042147289&pos=16785;146000;41;2h+kk+s;Kerrostalo;90120
15568;Aleksanterinkatu 71 A 6, Hollihaka Oulu;3396;2016;http://www.etuovi.com/kohde/c49883?sc=M1042147289&pos=16786;154500;45.5;2h+kk+s;Kerrostalo;90120
15569;Aleksanterinkatu 71 A 12, Hollihaka Oulu;3484;2016;http://www.etuovi.com/kohde/c49882?sc=M1042147289&pos=16787;158500;45.5;2h+kk+s;Kerrostalo;90120
15570;Aleksanterinkatu 71 A 21, Hollihaka Oulu;3571;2016;http://www.etuovi.com/kohde/c49879?sc=M1042147289&pos=16788;162500;45.5;2h+kk+s;Kerrostalo;90120
15571;Aleksanterinkatu 71 A 30, Hollihaka Oulu;3659;2016;http://www.etuovi.com/kohde/c49878?sc=M1042147289&pos=16789;166500;45.5;2h+kk+s;Kerrostalo;90120
15572;Aleksanterinkatu 71 A 2, Hollihaka Oulu;2800;2016;http://www.etuovi.com/kohde/c32776?sc=M1042147289&pos=16790;224000;80;4h+kk+s;Kerrostalo;90120
15583;Aleksanterinkatu 71 A 5, Hollihaka Oulu;2966;2016;http://www.etuovi.com/kohde/c32774?sc=M1042147289&pos=16791;218000;73.5;3h+k+s;Kerrostalo;90120
15584;Aleksanterinkatu 71 A 4, Hollihaka Oulu;3062;2016;http://www.etuovi.com/kohde/c32773?sc=M1042147289&pos=16792;199000;65;3h+kk+s;Kerrostalo;90120
15585;Aleksanterinkatu 71 A 8, Hollihaka Oulu;2882;2016;http://www.etuovi.com/kohde/c32772?sc=M1042147289&pos=16793;232000;80.5;4h+kk+s;Kerrostalo;90120
15586;Aleksanterinkatu 71 A 7, Hollihaka Oulu;3149;2016;http://www.etuovi.com/kohde/c32769?sc=M1042147289&pos=16794;159000;50.5;2h+kk+s;Kerrostalo;90120
15587;Aleksanterinkatu 71 A 10, Hollihaka Oulu;3123;2016;http://www.etuovi.com/kohde/c32767?sc=M1042147289&pos=16795;203000;65;3h+kk+s;Kerrostalo;90120
15588;Aleksanterinkatu 71 A 11, Hollihaka Oulu;3014;2016;http://www.etuovi.com/kohde/c32766?sc=M1042147289&pos=16796;223000;74;3h+k+s;Kerrostalo;90120
15589;Aleksanterinkatu 71 A 17, Hollihaka Oulu;2957;2016;http://www.etuovi.com/kohde/c32748?sc=M1042147289&pos=16797;238000;80.5;4h+kk+s;Kerrostalo;90120
15590;Aleksanterinkatu 71 A 19, Hollihaka Oulu;3200;2016;http://www.etuovi.com/kohde/c32746?sc=M1042147289&pos=16798;208000;65;3h+kk+s;Kerrostalo;90120
15591;Aleksanterinkatu 71 A 20, Hollihaka Oulu;3088;2016;http://www.etuovi.com/kohde/c32744?sc=M1042147289&pos=16799;227000;73.5;3h+k+s;Kerrostalo;90120
15592;Aleksanterinkatu 71 A 25, Hollihaka Oulu;3400;2016;http://www.etuovi.com/kohde/c32739?sc=M1042147289&pos=16800;170000;50;2h+kk+s;Kerrostalo;90120
15593;Aleksanterinkatu 71 A 26, Hollihaka Oulu;3006;2016;http://www.etuovi.com/kohde/c32738?sc=M1042147289&pos=16811;242000;80.5;4h+kk+s;Kerrostalo;90120
15594;Aleksanterinkatu 71 A 29, Hollihaka Oulu;3143;2016;http://www.etuovi.com/kohde/c32736?sc=M1042147289&pos=16812;231000;73.5;3h+k+s;Kerrostalo;90120
15595;Aleksanterinkatu 71 A 35, Hollihaka Oulu;3093;2016;http://www.etuovi.com/kohde/c32734?sc=M1042147289&pos=16813;249000;80.5;4h+kk+s;Kerrostalo;90120
15596;Aleksanterinkatu 71 A 28, Hollihaka Oulu;3246;2016;http://www.etuovi.com/kohde/c32733?sc=M1042147289&pos=16814;211000;65;3h+kk+s;Kerrostalo;90120
15597;Aleksanterinkatu 71 A 34, Hollihaka Oulu;3535;2016;http://www.etuovi.com/kohde/c32728?sc=M1042147289&pos=16815;178500;50.5;2h+kk+s;Kerrostalo;90120
15598;Aleksanterinkatu 71 A 37, Hollihaka Oulu;3364;2016;http://www.etuovi.com/kohde/c32727?sc=M1042147289&pos=16816;217000;64.5;3h+kk+s;Kerrostalo;90120
15599;Aleksanterinkatu 71 A 39, Hollihaka Oulu;3747;2016;http://www.etuovi.com/kohde/c32723?sc=M1042147289&pos=16817;170500;45.5;2h+kk+s;Kerrostalo;90120
15600;Aleksanterinkatu 71 A 43, Hollihaka Oulu;4341;2016;http://www.etuovi.com/kohde/c32699?sc=M1042147289&pos=16818;197500;45.5;2h+kk+s;Kerrostalo;90120
15601;Aleksanterinkatu 71 A 44, Hollihaka Oulu;4247;2016;http://www.etuovi.com/kohde/c32698?sc=M1042147289&pos=16819;206000;48.5;2h+k+s;Kerrostalo;90120
15602;Aleksanterinkatu 71 A 46, Hollihaka Oulu;3959;2016;http://www.etuovi.com/kohde/c32696?sc=M1042147289&pos=16820;390000;98.5;4h+k+s;Kerrostalo;90120
15617;Patruunankuja 3, Pateniemi Oulu;1591;2003;http://www.etuovi.com/kohde/1191159?sc=M1042147289&pos=16828;175000;110;5h, k, s;Rivitalo;90800
15674;Pitkänmöljäntie 29 B31, Toppilansaari Oulu;4041;2017;http://www.etuovi.com/kohde/c34668?sc=M1042147289&pos=16907;278800;69;3h+k+s;Kerrostalo;FI
15693;Hiukkavaara 3, Hiukkavaara Oulu;875;1959;http://www.etuovi.com/kohde/1191275?sc=M1042147289&pos=16900;56000;64;3h, k, kh, lasit. parv.;Kerrostalo;90650
15741;Tiilitie 4 B, Myllyoja Oulu;1063;1975;http://www.etuovi.com/kohde/581359?sc=M1042147289&pos=16962;85000;80;3 h,k,s,parveke;Kerrostalo;90650
15754;Jousenkaari 23, Kaakkuri Oulu;1699;1995;http://www.etuovi.com/kohde/e24244?sc=M1042147289&pos=16955;248000;146;5h(4mh+oh)+parvi+k+khh+kh+s+2 wc+2 vh+et+tk+tekn.tila;Omakotitalo;90410
15766;Niemikorventie 35, Oulunsalo Oulu;2058;1988;http://www.etuovi.com/kohde/e24223?sc=M1042147289&pos=16988;249000;121;4h+k+khh+sa;Omakotitalo;90460
15821;Hanhitie 13 B, Höyhtyä Oulu;3260;2016;http://www.etuovi.com/kohde/c37326?sc=M1042147289&pos=17033;299900;92;4h+k+s;Kerrostalo;90150
15958;Pyrytie 8, Talvikangas Oulu;311;2004;http://www.etuovi.com/kohde/e23864?sc=M1042147289&pos=17173;17108.59;55;2h+k+s;Luhtitalo;90630
16102;Ampuhaukantie 5 A, Kaukovainio Oulu;1313;1972;http://www.etuovi.com/kohde/7722481?sc=M1042147289&pos=17318;105000;80;3h, k;Kerrostalo;90250
16153;Tarkka-ampujankatu 16, Heinäpää Oulu;1830;1962;http://www.etuovi.com/kohde/1191481?sc=M1042147289&pos=17352;97000;53;2h, k;Kerrostalo;90120
16156;Haapakuja 11, Ylä-Haapalehto Oulu;1200;1975;http://www.etuovi.com/kohde/1191422?sc=M1042147289&pos=17355;39000;32.5;1h, kk, s;Rivitalo;90650
16165;Loukkutie 11, Ritaharju Oulu;2018;2010;http://www.etuovi.com/kohde/1191567?sc=M1042147289&pos=17374;224000;111;5h, k, s, khh, eril. wc, vh;Paritalo;90540
16173;Kasarmintie 7 A, Myllytulli Oulu;4365;2015;http://www.etuovi.com/kohde/7724131?sc=M1042147289&pos=17392;395000;90.5;3h, k, kph, s;Kerrostalo;90100
16185;Valtatie 71-73, Tuira Oulu;1705;1960;http://www.etuovi.com/kohde/9737433?sc=M1042147289&pos=17404;104000;61;3h,k,kph + ranskalainen parveke;Kerrostalo;90500
16195;Hanhitie 13 B, Höyhtyä Oulu;3026;2016;http://www.etuovi.com/kohde/c38337?sc=M1042147289&pos=17441;279900;92.5;4h+k+s;Kerrostalo;90150
16309;Aleksanterinkatu 71 B, Hollihaka Oulu;3551;2016;http://www.etuovi.com/kohde/e23379?sc=M1042147289&pos=17548;158000;44.5;2h+k+s;Kerrostalo;90120
16403;Kauppaporvarintie 13, Kaijonranta Oulu;1575;1984;http://www.etuovi.com/kohde/9796766?sc=M1042147289&pos=17635;126000;80;3h,k,kph,s,wc;Rivitalo;90570
16404;Kauppaporvarintie 38, Kaijonranta Oulu;1526;1989;http://www.etuovi.com/kohde/9673121?sc=M1042147289&pos=17636;116000;76;3h+k+kph+s+wc;Rivitalo;90570
16450;Kasarmintie 20 A 75, Kasarminranta Oulu;5146;2018;http://www.etuovi.com/kohde/e23332?sc=M1042147289&pos=17696;519700;101;3h+kt+s;Kerrostalo;90100
16474;Matilaisentie 2, Kaijonranta Oulu;1288;1988;http://www.etuovi.com/kohde/9874674?sc=M1042147289&pos=17714;105000;81.5;3h,k,kph,s,erill wc;Luhtitalo;90570
16586;Rikikuja 5 A 6, Oulunsalo Oulu;2224;2016;http://www.etuovi.com/kohde/1191286?sc=M1042147289&pos=17836;148990;67;3h, k, kph, s, eril. wc, vh;Rivitalo;90460
16587;Rikikuja 5 G 17, Oulunsalo Oulu;2224;2016;http://www.etuovi.com/kohde/1191312?sc=M1042147289&pos=17837;148990;67;3h, k, kph, s, eril. wc, vh;Rivitalo;90460
16588;Rikikuja 5 G 19, Oulunsalo Oulu;2224;2016;http://www.etuovi.com/kohde/1191313?sc=M1042147289&pos=17838;148990;67;3h, k, kph, s, eril. wc, vh;Rivitalo;90460
16641;Kyytitie 19 B, Heikkilänkangas Oulu;1917;2002;http://www.etuovi.com/kohde/580356?sc=M1042147289&pos=17905;139000;72.5;3h,k,s;Paritalo;90310
16642;Välskärintie 4 D, Hönttämäki Oulu;1225;1980;http://www.etuovi.com/kohde/580827?sc=M1042147289&pos=17906;98000;80;3h,k,vh, wc,ph,sauna;Rivitalo;90630
16654;Kauppalinnankatu 1, Linnanmaa Oulu;3486;2017;http://www.etuovi.com/kohde/2203942?sc=M1042147289&pos=17909;109800;31.5;1h,kk Linnanmaa;Kerrostalo;90570
16659;Hiukkavaara 6, Hiukkavaara Oulu;1575;1965;http://www.etuovi.com/kohde/9483308?sc=M1042147289&pos=17924;83500;53;2h,k,kh;Kerrostalo;90650
16669;Haapanatie 17 a, Höyhtyä Oulu;947;1962;http://www.etuovi.com/kohde/2203822?sc=M1042147289&pos=17925;72000;76;Höyhtyä OKT 3h, askarteluhuone.;Omakotitalo;90150
16707;Höyrymyllyntie 8 A 46, Toppilansalmi Oulu;5378;2018;http://www.etuovi.com/kohde/e22923?sc=M1042147289&pos=17963;387200;72;3h+kt+s;Kerrostalo;90520
16708;Höyrymyllyntie 8 A 33, Toppilansalmi Oulu;4048;2018;http://www.etuovi.com/kohde/e22922?sc=M1042147289&pos=17964;186200;46;2h+kk;Kerrostalo;90520
16709;Höyrymyllyntie 8 A 13, Toppilansalmi Oulu;4150;2018;http://www.etuovi.com/kohde/e22898?sc=M1042147289&pos=17965;107900;26;1h+kk;Kerrostalo;FI
16762;Toivolankuja 3, Oulunsalo Oulu;323;2004;http://www.etuovi.com/kohde/e22846?sc=M1042147289&pos=18032;17460.6;54;2h+k+s;Luhtitalo;90460
16802;Kanervaraitti 3, Kiiminki Oulu;1243;1979;http://www.etuovi.com/kohde/e22823?sc=M1042147289&pos=18056;43500;35;1h+kk+kh+s;Rivitalo;90900
17076;Lounatuuli 2, Haukipudas Oulu;2047;2017;http://www.etuovi.com/kohde/9531216?sc=M1042147289&pos=18366;219000;107;4h,k,khh,kph,s,wc,vh,at/var;Omakotitalo;90830
17089;Kauppalinnankatu 1 J 59, Linnanmaa Oulu;3488;2017;http://www.etuovi.com/kohde/e22484?sc=M1042147289&pos=18375;143000;41;2h+kk+lasitettu parveke;Kerrostalo;90570
17101;Keulatie 11, Mustasuo Oulu;1256;1968;http://www.etuovi.com/kohde/7722573?sc=M1042147289&pos=18387;162000;129;5h, k, kph, s;Omakotitalo;90560
17189;Maakotkantie 20, Kaukovainio Oulu;1484;1985;http://www.etuovi.com/kohde/9532460?sc=M1042147289&pos=18482;89800;60.5;2h,k,kph,s,parv;Kerrostalo;90250
17215;Metsänkuninkaantie 46, Hiironen Oulu;2059;2010;http://www.etuovi.com/kohde/1191122?sc=M1042147289&pos=18509;175000;85;4h, k, kph, s, eril. wc, vh;Rivitalo;90250
17225;Näretie 6 A, Nykäsenkangas Oulu;1533;1987;http://www.etuovi.com/kohde/7723644?sc=M1042147289&pos=18519;93500;61;2h+k+s;Rivitalo;90650
17280;Valmutie 14 A, Rajakylä Oulu;1000;1975;http://www.etuovi.com/kohde/7723135?sc=M1042147289&pos=18584;102000;102;4h, k, s;Rivitalo;90580
17383;Tarkka-ampujankatu 41, Heinäpää Oulu;2751;2008;http://www.etuovi.com/kohde/9768919?sc=M1042147289&pos=18700;249000;90.5;4h,k,s,khh,kph/wc,wc,las.parv.;Kerrostalo;90120
17418;Koskitie 39 E 42, Tuira Oulu;4040;2016;http://www.etuovi.com/kohde/d99993?sc=M1042147289&pos=18736;412100;102;4h+k+s;Kerrostalo;90500
17431;Teuvo Pakkalan katu 14, Raksila Oulu;1690;1942;http://www.etuovi.com/kohde/1191044?sc=M1042147289&pos=18749;49000;29;1h, kk;Kerrostalo;90100
17524;Märssytie 2 as, Mustasuo Oulu;1420;1972;http://www.etuovi.com/kohde/580567?sc=M1042147289&pos=18864;159000;112;5h,k,kh,s,takkahuone,askarteluhuone,autotalli;Rivitalo;90560
17560;Tervakukkatie 46, Rajakylä Oulu;1463;2003;http://www.etuovi.com/kohde/9912487?sc=M1042147289&pos=18911;79000;54;2h, k, kh, s, parveke;Kerrostalo;90580
17561;Hakekatu 2, Toppila Oulu;247;1997;http://www.etuovi.com/kohde/d99874?sc=M1042147289&pos=18912;21588.02;87.5;4h+k+s;Kerrostalo;90520
17615;Luokotie 5 B, Välivainio Oulu;1360;1965;http://www.etuovi.com/kohde/9611569?sc=M1042147289&pos=18957;92500;68;3h,k+las.parv.;Kerrostalo;90530
17632;Mariantie 8, Haukipudas, Martinniemi Oulu;835;1980;http://www.etuovi.com/kohde/580491?sc=M1042147289&pos=18974;97000;116.1;4h,k,rt,ph,s,;Omakotitalo;90850
17633;Kuovitie 10 B, Kuivasjärvi Oulu;1350;1983;http://www.etuovi.com/kohde/580307?sc=M1042147289&pos=18975;83000;61.5;2h,k,sa,ph,wc,vh,et;Rivitalo;90540
17684;Kauppalinnankatu 1 J71, Linnanmaa Oulu;3258;2017;http://www.etuovi.com/kohde/d99686?sc=M1042147289&pos=19064;105900;32.5;1h+kk+alk+parveke;Kerrostalo;90570
17691;Höyrymyllyntie 18 C 17, Toppilansalmi Oulu;4016;2014;http://www.etuovi.com/kohde/d99683?sc=M1042147289&pos=19071;389600;97;4h+k+s+ parv;Kerrostalo;90520
17781;Kankaantie 16 E, Haukipudas Oulu;1680;2004;http://www.etuovi.com/kohde/7714000?sc=M1042147289&pos=19175;149500;89;4h, k, s;Paritalo;90830
17807;Kauppaporvarintie 13 E33, Kaijonranta Oulu;1574;1984;http://www.etuovi.com/kohde/d99482?sc=M1042147289&pos=19197;125900;80;3h+k+kph+s+wc;Rivitalo;90570
17847;Raappanantie 1, Kiviniemi-Kello Oulu;1215;1984;http://www.etuovi.com/kohde/1190596?sc=M1042147289&pos=19243;79000;65;2h, k, s;Rivitalo;90810
17912;Svaaninkuja 2-4, Kastelli Oulu;2222;1988;http://www.etuovi.com/kohde/7722377?sc=M1042147289&pos=19318;226000;101.7;3 h, k, khh, ph, s, vh, wc;Paritalo;90230
17916;Väliahontie 35, Pateniemi Oulu;969;1965;http://www.etuovi.com/kohde/9671225?sc=M1042147289&pos=19302;139000;143.5;5h, k, kh, khh, s, wc, vh;Omakotitalo;90800
17931;Sarvipöllönkuja 12, Kuivasjärvi Oulu;1561;1981;http://www.etuovi.com/kohde/2203800?sc=M1042147289&pos=19327;124900;80;3h,k,kph/wc,s,wc.;Rivitalo;90540
18034;Syrjäkatu 6 as, Raksila Oulu;2053;1965;http://www.etuovi.com/kohde/580376?sc=M1042147289&pos=19442;117000;57;2 h,k,parv;Kerrostalo;90100
18045;Mallastie 4 A, Toppilansalmi Oulu;2971;2012;http://www.etuovi.com/kohde/7722127?sc=M1042147289&pos=19449;254000;85.5;3-4h, k, s;Kerrostalo;90520
18236;Aleksanterinkatu 67, Heinäpää Oulu;3823;2013;http://www.etuovi.com/kohde/d98862?sc=M1042147289&pos=19637;269500;70.5;3h+k+s;Kerrostalo;90120
18275;Tuomaalanperäntie 66, Yli-Ii Jakkukylä Oulu;496;1957;http://www.etuovi.com/kohde/7722422?sc=M1042147289&pos=19677;69000;139;5h+k+s+kellari;Omakotitalo;91210
18289;Heinätorinkatu 6 A, Keskusta Oulu;1925;1957;http://www.etuovi.com/kohde/580327?sc=M1042147289&pos=19691;129000;67;3h,k,kh;Kerrostalo;90590
18302;Veteläisenkuja 11 B, Kuivasjärvi Oulu;1387;1989;http://www.etuovi.com/kohde/7722319?sc=M1042147289&pos=19700;129000;93;4h, k, s;Rivitalo;90540
18331;Kanervaraitti 3, Kiiminki Oulu;1200;1980;http://www.etuovi.com/kohde/9780153?sc=M1042147289&pos=19735;42000;35;1h+kk+kh;Rivitalo;90900
18336;Kuuraparrantie 13, Talvikangas Oulu;2086;2012;http://www.etuovi.com/kohde/9546571?sc=M1042147289&pos=19740;194000;93;4h,k,khh,kph,s +2wc;Rivitalo;90630
18381;Ruiskukkatie, Rajakylä Oulu;911;1973;http://www.etuovi.com/kohde/2203526?sc=M1042147289&pos=19786;71500;78.5;3h,k,parveke;Kerrostalo;90580
18388;Sulkakuja 6, Kaakkuri Oulu;267;2001;http://www.etuovi.com/kohde/d98744?sc=M1042147289&pos=19797;25644.49;96;4h+k+s;Luhtitalo;90420
18400;Rommakkokatu 9, Heinäpää Oulu;1760;1958;http://www.etuovi.com/kohde/9771383?sc=M1042147289&pos=19809;88000;50;2h, k, kph/wc, vh, ransk. parv.;Kerrostalo;90120
18449;Kirkkotie 16 A 1, Haukipudas Oulu;1623;1989;http://www.etuovi.com/kohde/d98676?sc=M1042147289&pos=19898;118500;73;3h+k+ph+sa+wc+terassi+kellari+var+autokatos;Rivitalo;90830
18460;Jäälinkangas 19, Jääli Oulu;1513;1974;http://www.etuovi.com/kohde/9744056?sc=M1042147289&pos=19909;180000;119;5h,k,tkh,kph,s,2wc,vh,ask,tekn,2at,hirsiaitta;Omakotitalo;90940
18527;Sauvarinne 5, Kiiminki, Honkimaa Oulu;1472;2002;http://www.etuovi.com/kohde/9863885?sc=M1042147289&pos=19976;79500;54;2h,k,s;Rivitalo;90900
18640;Valjakkotie 2, Heikkilänkangas Oulu;1515;2003;http://www.etuovi.com/kohde/9703742?sc=M1042147289&pos=20101;103000;68;3h,k,s,wc;Rivitalo;90310
18683;Kirkkoranta 20, Ylikiiminki Oulu;747;1977;http://www.etuovi.com/kohde/9549343?sc=M1042147289&pos=20145;59000;79;4h, tk, kph/wc/s, erill.wc, vh;Rivitalo;91300
18711;Lehtoranta 15, Tuira Oulu;4152;2017;http://www.etuovi.com/kohde/7720686?sc=M1042147289&pos=20173;465000;112;4h, k, kph, s;Paritalo;90500
18720;Höyhenkuja 7 B, Kaakkuri Oulu;2195;2012;http://www.etuovi.com/kohde/7722232?sc=M1042147289&pos=20182;135000;61.5;3h + k + s;Kerrostalo;90420
18721;Hintantie 92, Hintta Oulu;2042;1998;http://www.etuovi.com/kohde/1188741?sc=M1042147289&pos=20183;98000;48;2h, k, s;Rivitalo;90650
18790;Jalohaukantie 2 B, Kaukovainio Oulu;1768;1967;http://www.etuovi.com/kohde/579835?sc=M1042147289&pos=20254;54800;31;1h,kk,alkovi,kh,vh,et;Kerrostalo;90250
18827;Paloniemenranta 6 B 2, Kuivasranta Oulu;1935;2010;http://www.etuovi.com/kohde/d48834?sc=M1042147289&pos=20286;210000;108.5;3mh,oh,k,vh,khh,ph,s,ak;Paritalo;90540
18876;Kauppalinnankatu 1 J72, Linnanmaa Oulu;3258;2017;http://www.etuovi.com/kohde/d97463?sc=M1042147289&pos=20340;105900;32.5;1h+kk+alk+parveke;Kerrostalo;90570
18900;Purutie 3, Pateniemi Oulu;280;1998;http://www.etuovi.com/kohde/d97449?sc=M1042147289&pos=20344;10783.3;38.5;1H+KK+S;Luhtitalo;90800
18905;Kirkkokatu 83-85, Heinäpää Oulu;2231;1970;http://www.etuovi.com/kohde/7722124?sc=M1042147289&pos=20349;116000;52;2h, k;Kerrostalo;90120
19001;Rommakkokatu 5 B, Heinäpää Oulu;1731;1956;http://www.etuovi.com/kohde/579605?sc=M1042147289&pos=20466;90000;52;2 h,k,ranskalainen parveke;Kerrostalo;90120
19033;Postimestarintie 16 B, Mäntylä Oulu;1536;1984;http://www.etuovi.com/kohde/d97344?sc=M1042147289&pos=20499;96000;62.5;2h+k+ph+sa+er.wc+terassi;Kerrostalo;90160
19040;Sihtikuja 1, Toppila Oulu;172;1994;http://www.etuovi.com/kohde/909755?sc=M1042147289&pos=20507;7900.37;46;2H+KK+S;Kerrostalo;90520
19041;Peltolankaari 13, Peltola Oulu;277;1998;http://www.etuovi.com/kohde/909754?sc=M1042147289&pos=20508;11914.63;43;1H+K+S;Kerrostalo;90230
19062;Simaketie 6, Rajakylä Oulu;1219;1976;http://www.etuovi.com/kohde/9649549?sc=M1042147289&pos=20529;139000;114;3h,k,oh/rt,kph,s,wc;Omakotitalo;90580
19099;Soratie 31, Myllyoja Oulu;1180;1974;http://www.etuovi.com/kohde/9964823?sc=M1042147289&pos=20567;72000;61;2h,k, s;Rivitalo;90650
19109;Nuottatie 12 C, Haukipudas, Kello, Kiviniemi Oulu;1200;1977;http://www.etuovi.com/kohde/579921?sc=M1042147289&pos=20577;117000;97.5;4h,k,s;Rivitalo;90810
19135;Krankantie 18 B, Nokela Oulu;2188;1955;http://www.etuovi.com/kohde/7721201?sc=M1042147289&pos=20603;175000;80;3h, k, kph, s;Paritalo;90160
19136;Perhostie 12, Puolivälinkangas Oulu;831;1966;http://www.etuovi.com/kohde/7721154?sc=M1042147289&pos=20604;98000;118;5h, k, khh, kph, s;Omakotitalo;90550
19178;Uhanperäntie 14, Kiviniemi Oulu;2014;2017;http://www.etuovi.com/kohde/9984572?sc=M1042147289&pos=20648;237600;118;3mh,oh,k,ruok,khh,ph,sauna,wc;Omakotitalo;90810
