id;address;pricePerSqm;yearBuilt;sourceLink;salePrice;size;roomInfo;houseType;postcode
7460;Valtatie 73, Itä-Tuira Oulu;1088;1984;http://www.etuovi.com/kohde/1193441?sc=M1042147289&pos=7930;80000;73.5;3h, k, s, kph, vh, lasitettu parveke;Kerrostalo;90500
7462;Kuntolenkki 10 B9, Kivikkokangas / Hiukkavaara Oulu;2414;2017;http://www.etuovi.com/kohde/e37934?sc=M1042147289&pos=7922;169000;70;2-3h+k;Erillistalo;90650
7481;Maikkulanraitti 7, Maikkula Oulu;2028;2012;http://www.etuovi.com/kohde/9945368?sc=M1042147289&pos=7941;145000;71.5;3h,k,khh,kph,s,wc,vh,parveke;Kerrostalo;90240
7498;Kaislatie 11 L, Lintula Oulu;1535;1968;http://www.etuovi.com/kohde/e37888?sc=M1042147289&pos=7969;109000;71;3(2mh+oh)+k+kh/wc+vh+et+parv;Kerrostalo;90160
7544;Karjakatu 11, Raksila Oulu;1489;1939;http://www.etuovi.com/kohde/7728733?sc=M1042147289&pos=7996;268000;180;3 huoneiston puutalo + piharakennus;Omakotitalo;90100
7650;Höyhenkuja 1, Kaakkuri Oulu;297;2001;http://www.etuovi.com/kohde/e37799?sc=M1042147289&pos=8113;13975.98;47;2H+KK+S;Kerrostalo;90420
7672;Suunnistajantie 2, Kynsilehto Oulu;1592;1994;http://www.etuovi.com/kohde/9590099?sc=M1042147289&pos=8135;289000;181.5;6h+k+khh+s;Omakotitalo;90650
7674;Pohjantikankuja 2, Kaakkuri Oulu;1796;2006;http://www.etuovi.com/kohde/9566745?sc=M1042147289&pos=8137;88000;49;2h,k,kph,s;Kerrostalo;90420
7686;Kohotie 1, Kello/Kiviniemi Oulu;885;1978;http://www.etuovi.com/kohde/9610739?sc=M1042147289&pos=8149;85000;96;4h,k,s;Rivitalo;90810
7687;Valtatie 50 as, Tuira Oulu;1307;1980;http://www.etuovi.com/kohde/583335?sc=M1042147289&pos=8150;98700;75.5;3h,k,sa,kh,vh,et,lasitettu parveke;Kerrostalo;90500
7769;Ritakierros 5 E, Ritaharju Oulu;2733;2012;http://www.etuovi.com/kohde/7729005?sc=M1042147289&pos=8320;123000;45;2h+k+kph/sauna;Luhtitalo;90540
7802;Höyrymyllyntie 8 B 88, Toppilansalmi Oulu;4712;2018;http://www.etuovi.com/kohde/e37497?sc=M1042147289&pos=8344;101300;21.5;1h+kk;Kerrostalo;90520
7817;Liistetie 2, Ylä-Haapalehto Oulu;1221;1976;http://www.etuovi.com/kohde/9460484?sc=M1042147289&pos=8369;94000;77;3h,k,kph,s,erill.wc,vaatehuone;Rivitalo;90650
7821;Poikuekuja 2 B, Kaakkuri Oulu;1684;2004;http://www.etuovi.com/kohde/7728979?sc=M1042147289&pos=8364;178500;106;Oh+k+4mh+ph+sa+vh+2wc+terassi+2var;Rivitalo;90420
7829;Nuorittantie 21, Nuoritta Oulu;897;1982;http://www.etuovi.com/kohde/7727703?sc=M1042147289&pos=8382;139000;155;4h, k, kph, s;Omakotitalo;91300
7844;Raitamaantie 19, Jääli Oulu;2304;1992;http://www.etuovi.com/kohde/2204427?sc=M1042147289&pos=8393;265000;115;4h,k,,khh,s,erillinen wc, vh+ halli 108m2;Omakotitalo;90940
7897;Koskitie 39 C 2, Tuira Oulu;3082;2015;http://www.etuovi.com/kohde/e37399?sc=M1042147289&pos=8449;149500;48.5;2h+k+kph+sauna+las.parv.;Kerrostalo;90500
7963;Uhanperäntie 25, Haukipudas, Kiviniemi Oulu;1409;1991;http://www.etuovi.com/kohde/7728679?sc=M1042147289&pos=8507;186000;132;Oh, keittiö/ruok., tkh, 3 mh, khh, kph/wc, sa, wc,;Omakotitalo;90810
7979;Valtatie 65, Tuira Oulu;867;1957;http://www.etuovi.com/kohde/1192939?sc=M1042147289&pos=8525;49000;56.5;2h, k;Kerrostalo;90500
8030;Kissankäpälätie 5 B, Rajakylä Oulu;1599;2001;http://www.etuovi.com/kohde/e37334?sc=M1042147289&pos=8585;149500;93.5;3h + k + kh + s + 2 erill.wc + vh + parveke;Rivitalo;90580
8165;Kurrenkuja 4-6 B, Hiironen Oulu;1709;2000;http://www.etuovi.com/kohde/583238?sc=M1042147289&pos=8791;129000;75.5;3h,k,s,ph,vh,parveke;Kerrostalo;90250
8354;Vanhalantie 2, Patamäki Oulu;2240;2004;http://www.etuovi.com/kohde/583172?sc=M1042147289&pos=8982;569000;254;4mh,oh,k,kirjasto,aula,khh,ph,s,monitoimitila,3 wc;Omakotitalo;90240
8500;Pyrytie 8, Talvikangas Oulu;300;2004;http://www.etuovi.com/kohde/e36929?sc=M1042147289&pos=9139;22480.63;75;3h+k+s;Luhtitalo;90630
8539;Hukkasenkuja 1, Hiironen Oulu;295;2001;http://www.etuovi.com/kohde/e36866?sc=M1042147289&pos=9244;13590.55;46;2H+KK+S;Luhtitalo;90250
8544;Kenttätie 16 B 23, Intiö Oulu;2276;1955;http://www.etuovi.com/kohde/e36864?sc=M1042147289&pos=9246;289000;127;5h+k+khh+vh+sauna;Kerrostalo;90100
8561;Välikankaantie 4-6 C, Kaakkuri Oulu;1689;1993;http://www.etuovi.com/kohde/e36862?sc=M1042147289&pos=9266;89500;53;2h(1mh+oh)+kk+kh/wc+s+et+tk;Rivitalo;90410
8577;Erkkolantie 14, Ranta-Kastelli Oulu;2740;1991;http://www.etuovi.com/kohde/7726900?sc=M1042147289&pos=9282;485000;177;5h, k, khh, kph, s;Omakotitalo;90230
8590;Kajaanintie 230 as., Patamäki Oulu;1833;1990;http://www.etuovi.com/kohde/7706665?sc=M1042147289&pos=9295;208000;113.5;5h, k, kph, s;Rivitalo;90240
8626;Irmantie 5 C, Koskela Oulu;1006;1968;http://www.etuovi.com/kohde/583090?sc=M1042147289&pos=9331;78000;77.5;3h,k,kh,s,p;Kerrostalo;90560
8663;Virvelikuja 4 D, Oulunsalo Oulu;1789;2011;http://www.etuovi.com/kohde/7728750?sc=M1042147289&pos=9368;148500;83;4h, k, s;Rivitalo;90470
8740;Riekkokuja 27, Myllyoja Oulu;2392;2000;http://www.etuovi.com/kohde/7728063?sc=M1042147289&pos=9446;890000;372;10h, k, khh, kph, s;Omakotitalo;90650
8769;Ukkolantie 25 A, Kiiminki Oulu;963;1979;http://www.etuovi.com/kohde/7729114?sc=M1042147289&pos=9487;77000;80;3h+k+ph/khh+sa+wc+vh+terassi;Rivitalo;90900
8865;Tähkätie 4 as., Jääli Oulu;1479;1999;http://www.etuovi.com/kohde/7727759?sc=M1042147289&pos=9573;122000;82.5;3h, k, s;Rivitalo;90940
8890;Kurrenkuja 2, Hiironen Oulu;1639;2000;http://www.etuovi.com/kohde/1193299?sc=M1042147289&pos=9598;127000;77.5;3h, k, s, ap;Kerrostalo;90250
8892;Syrjäkatu 4, Raksila Oulu;1963;1981;http://www.etuovi.com/kohde/1193294?sc=M1042147289&pos=9600;105000;53.5;2h, k, s;Kerrostalo;90100
8909;Talatie 24, Ritaharju Oulu;2098;2011;http://www.etuovi.com/kohde/9757797?sc=M1042147289&pos=9629;214000;102;5 h, k, s;Paritalo;90540
8920;Leppiojankuja 6, Pateniemi Oulu;1523;1985;http://www.etuovi.com/kohde/1193183?sc=M1042147289&pos=9640;99000;65;2h,k,sa,kh,wc;Rivitalo;90800
8922;Sahantie 21 A4, Länsi-Patela Oulu;1692;2002;http://www.etuovi.com/kohde/7728677?sc=M1042147289&pos=9642;174327;103;4h, k, kph, s, 2*wc, vh;Rivitalo;90800
8992;Hoikantie 30, Laanila Oulu;2373;1980;http://www.etuovi.com/kohde/e36724?sc=M1042147289&pos=9714;79500;33.5;1h+kk+ph+sa+parveke;Kerrostalo;90500
9041;Kanervaraitti 3, Kiiminki Oulu;1203;1979;http://www.etuovi.com/kohde/1193080?sc=M1042147289&pos=9764;92000;76.5;3h, k, s;Rivitalo;90900
9044;Rivitie 2, Jääli Oulu;889;1980;http://www.etuovi.com/kohde/1193081?sc=M1042147289&pos=9767;80000;90;3h, k, s, kph, takkahuone;Rivitalo;90940
9048;Mallastie 12 A, Toppila Oulu;3600;2012;http://www.etuovi.com/kohde/582980?sc=M1042147289&pos=9781;156600;43.5;Tupakeittiö,mh,sa,kh,et,lasitettu parveke;Kerrostalo;90520
9056;Pitkänmöljäntie 33 A, Toppilansaari Oulu;3496;2014;http://www.etuovi.com/kohde/7727490?sc=M1042147289&pos=9789;239500;68.5;3h, k, s;Kerrostalo;FI
9067;Mallastie 12 A, Toppila Oulu;3800;2012;http://www.etuovi.com/kohde/582979?sc=M1042147289&pos=9790;165300;43.5;Tupakeittiö,mh,sa,kh,et,lasitettu parveke;Kerrostalo;90520
9096;Tähkätie 4 A, Jääli Oulu;1481;1999;http://www.etuovi.com/kohde/583002?sc=M1042147289&pos=9819;137000;92.5;4h,k,kph/wc,s,wc,vh,var,ak;Rivitalo;90940
9160;Talvikankaantie 11, Talvikangas Oulu;303;2004;http://www.etuovi.com/kohde/e36677?sc=M1042147289&pos=9873;16685.58;55;2h+k+s;Luhtitalo;90630
9232;Höyhenkuja 7, Kaakkuri Oulu;2146;2012;http://www.etuovi.com/kohde/9762464?sc=M1042147289&pos=9957;132000;61.5;3h,k,kh,sa,parv.;Kerrostalo;90420
9239;Talvikankaantie 50 A, Talvikangas Oulu;1747;2007;http://www.etuovi.com/kohde/7721607?sc=M1042147289&pos=9964;131000;75;3h, k, s;Luhtitalo;90630
9262;Merikoskenkatu 8.A, Tuira Oulu;1960;1953;http://www.etuovi.com/kohde/e36639?sc=M1042147289&pos=9989;98000;50;2h+kk+kh;Kerrostalo;90130
9269;Kumputie 35 A, Jääli Oulu;1025;1977;http://www.etuovi.com/kohde/582885?sc=M1042147289&pos=9986;62000;60.5;2h,k,sa,ph,vh;Rivitalo;90940
9276;Valtatie 65 B, Tuira Oulu;1966;1957;http://www.etuovi.com/kohde/e36638?sc=M1042147289&pos=10003;58000;29.5;1h+kk+vh+kh;Kerrostalo;90500
9278;Metsänkuninkaantie 43, Hiironen Oulu;2427;2013;http://www.etuovi.com/kohde/9801357?sc=M1042147289&pos=10005;125000;51.5;2h,k,kh,sa,parv.;Kerrostalo;90250
9286;Tarmontie 9, Välivainio Oulu;1433;1977;http://www.etuovi.com/kohde/1193053?sc=M1042147289&pos=10013;460000;321;8 h, k, 2x kph, ph, s, 3x wc, 4x vh, khh;Omakotitalo;90530
9332;Kiesitie 10, Heikkilänkangas Oulu;1882;2000;http://www.etuovi.com/kohde/7728644?sc=M1042147289&pos=10059;335000;178;6h+k+kph+2wc+s;Omakotitalo;90310
9345;Metsäpellonkuja 30, Oulunsalo Oulu;1280;1989;http://www.etuovi.com/kohde/1193082?sc=M1042147289&pos=10073;290000;226.5;5h, k, s, kph, khh;Omakotitalo;90470
9351;Neulasenkuja 5, JÄÄLI Oulu;1844;2008;http://www.etuovi.com/kohde/9753879?sc=M1042147289&pos=10079;177000;96;5 h, k, s, ak;Rivitalo;90940
9375;Kolehmaisenkuja 4 A, Patamäki Oulu;1652;1997;http://www.etuovi.com/kohde/e36496?sc=M1042147289&pos=10103;85900;52;2h+kk+ph+sa+eril.wc+parveke;Luhtitalo;90240
9392;Kvartsitie 4, Knuutilankangas Oulu;1594;1984;http://www.etuovi.com/kohde/1193408?sc=M1042147289&pos=10120;114000;71.5;3h, k, s;Rivitalo;90240
9395;Puusepänkuja 8 B 26, Myllytulli Oulu;2432;1992;http://www.etuovi.com/kohde/e36492?sc=M1042147289&pos=10123;169000;69.5;3h+k+s;Kerrostalo;90100
9411;Mantelikuja 8, Oulunsalo Oulu;1264;1970;http://www.etuovi.com/kohde/7728790?sc=M1042147289&pos=10143;139000;110;3mh+k+oh+vh+ph+s+4varastoa;Omakotitalo;90460
9495;Hiidentie 8 A, Puolivälinkangas Oulu;1282;1970;http://www.etuovi.com/kohde/582989?sc=M1042147289&pos=10281;75000;58.5;2h,k,kph;Kerrostalo;90550
9498;Saranpääntie 1 A 1, Oulunsalo Oulu;2020;2017;http://www.etuovi.com/kohde/7728279?sc=M1042147289&pos=10284;198000;98;4h, k, khh, kph, s;Paritalo;90460
9505;Vihnetie 1 B, Jääli Oulu;1542;2000;http://www.etuovi.com/kohde/7728009?sc=M1042147289&pos=10291;109500;71;3h, k, s;Rivitalo;90940
9513;Kaislatie 11 L, Lintula Oulu;878;1968;http://www.etuovi.com/kohde/582890?sc=M1042147289&pos=10299;85160.29;97;5h+k;Kerrostalo;90160
9520;Mietunperäntie 41, Haukipudas, Halosenniemi Oulu;1274;1963;http://www.etuovi.com/kohde/582910?sc=M1042147289&pos=10306;121000;95;3h, k, kph, s wc;Omakotitalo;90860
9594;Purutie 1, Pateniemi Oulu;266;1999;http://www.etuovi.com/kohde/e34974?sc=M1042147289&pos=10381;12639.32;47.5;2H+KK+S;Luhtitalo;90800
9599;Karjakentäntie 13, Kuivasjärvi Oulu;1722;1990;http://www.etuovi.com/kohde/9723837?sc=M1042147289&pos=10386;130000;75.5;3h, k, kph, s, erill. wc, vh;Paritalo;90540
9604;Pihlajakuja 9-11, Oulunsalo Oulu;1517;1990;http://www.etuovi.com/kohde/7711360?sc=M1042147289&pos=10391;179000;118;4h, k, s;Paritalo;90460
9667;Ukkolantie 23, Kiiminki Oulu;1113;1984;http://www.etuovi.com/kohde/1193068?sc=M1042147289&pos=10456;89000;80;3h,k,kph,s,wc,vh;Rivitalo;90900
9737;Kellonkaupantie 3, Haukipudas Oulu;2194;2015;http://www.etuovi.com/kohde/9618452?sc=M1042147289&pos=10528;107500;49;2h+k+s;Luhtitalo;90820
9742;Hintantie 17 A 1, Laanila Oulu;1902;1969;http://www.etuovi.com/kohde/9942836?sc=M1042147289&pos=10533;87500;46;2H+K;Kerrostalo;90500
9850;Puistokatu 32, Heinäpää Oulu;1732;1959;http://www.etuovi.com/kohde/1193064?sc=M1042147289&pos=10647;123000;71;3-4h, k, kph/wc;Kerrostalo;90120
9873;Isokatu 66 A, Keskusta Oulu;2063;1983;http://www.etuovi.com/kohde/7728064?sc=M1042147289&pos=10674;159900;77.5;3h+k+s+lasitettu parveke;Kerrostalo;90620
10108;Siipipeilintie 16, Kaakkuri Oulu;1594;2007;http://www.etuovi.com/kohde/2204105?sc=M1042147289&pos=10912;165000;103.5;RT 5h,k,kph,wc,s,2xvh;Rivitalo;90420
10128;Siilotie 23 B 19, Toppilansalmi Oulu;3660;2014;http://www.etuovi.com/kohde/1193136?sc=M1042147289&pos=10932;422750;115.5;Penthouse 2mh,oh,k,rt,khh,vh,s,parvi;Kerrostalo;90520
10129;Arolantie 11 A, Herukka Oulu;1232;1981;http://www.etuovi.com/kohde/7725778?sc=M1042147289&pos=10933;125000;101.5;4h, k, s;Paritalo;90800
10133;Siilotie 23 B 17, Toppilansalmi Oulu;3406;2014;http://www.etuovi.com/kohde/1193135?sc=M1042147289&pos=10937;451250;132.5;Penthouse 2mh,oh,k,rt,khh,s,parvi;Kerrostalo;90520
10140;Kankaantie 2 B, Haukipudas Oulu;1701;2003;http://www.etuovi.com/kohde/7728310?sc=M1042147289&pos=10964;119900;70.5;3h + k + s + akp;Rivitalo;90830
10144;Ymmyrkäisentie 1, Taskila Oulu;981;1981;http://www.etuovi.com/kohde/e34442?sc=M1042147289&pos=10968;157000;160;5h+k+ruok.tila+takkah+khh+kh+s+erill.wc+vh+et+3 tekn.tila;Omakotitalo;90580
10156;Ratakatu 9, Raksila Oulu;1935;1971;http://www.etuovi.com/kohde/1193067?sc=M1042147289&pos=10970;148000;76.5;3h,k,kph,wc,vh;Kerrostalo;90100
10166;Kissankäpälätie 2, Rajakylä Oulu;1488;2002;http://www.etuovi.com/kohde/2204184?sc=M1042147289&pos=10971;157000;105.5;4h,k,khh,kph,s,2wc,vh.;Paritalo;90580
10181;Vainutie 8, Ritaharju Oulu;2242;2012;http://www.etuovi.com/kohde/e34432?sc=M1042147289&pos=10986;269000;120;5h, k, khh, sa, ph, wc, vh +var, ak;Omakotitalo;90800
10185;Merituulentie 3 A, Oulunsalo Oulu;1322;1986;http://www.etuovi.com/kohde/e34427?sc=M1042147289&pos=10990;78000;59;2h+k+ph+sa+piha+autokatos;Rivitalo;90460
10189;Koskitie 35 B 3, Tuira Oulu;2106;1962;http://www.etuovi.com/kohde/e34422?sc=M1042147289&pos=10995;179000;85;3h+k+s;Kerrostalo;90500
10203;Sirppitie 4, Välivainio Oulu;1369;1960;http://www.etuovi.com/kohde/1192531?sc=M1042147289&pos=11009;89000;65;3h,k, kh;Rivitalo;90530
10269;Teeritie 13, Oulunsalo Oulu;1356;2001;http://www.etuovi.com/kohde/1193235?sc=M1042147289&pos=11075;99000;73;3h, k, s, kh, khh, wc;Rivitalo;90460
10283;Olaskuja 13, Kiiminki Oulu;1417;2005;http://www.etuovi.com/kohde/1193066?sc=M1042147289&pos=11089;107000;75.5;3h+k+khh+s;Paritalo;90900
10310;Salvostie 1, Jylkynkangas Oulu;1651;2005;http://www.etuovi.com/kohde/1192641?sc=M1042147289&pos=11106;123000;74.5;3h, k, s;Rivitalo;90540
10314;Repsikantie 9 D, Itä-Patela Oulu;1527;1987;http://www.etuovi.com/kohde/7727824?sc=M1042147289&pos=11110;142000;93;4h, k, s;Rivitalo;90800
10389;Rautiolantie 6, Haukipudas Oulu;1385;1999;http://www.etuovi.com/kohde/9865694?sc=M1042147289&pos=11225;169000;122;4mh, tupakeittiö, s, ph, khh, 2xwc +at/var.;Omakotitalo;90840
10474;Hiukkavaara 1, Hiukkavaara Oulu;1396;1957;http://www.etuovi.com/kohde/1190457?sc=M1042147289&pos=11282;74000;53;2h, k, kh;Kerrostalo;90650
10546;Siikakuja 6, Kiviniemi Oulu;1075;1976;http://www.etuovi.com/kohde/7728252?sc=M1042147289&pos=11385;129000;120;Oh+k+3mh+khh+ph+sa+wc+at+var;Omakotitalo;90810
10548;Ketokatu 9, Karjasilta Oulu;2477;1949;http://www.etuovi.com/kohde/1192668?sc=M1042147289&pos=11387;369000;149;5 mh, oh, k, th, ph, khh, s, 3xwc;Omakotitalo;90140
10591;Jalohaukantie 6, Kaukovainio Oulu;1185;1970;http://www.etuovi.com/kohde/1192883?sc=M1042147289&pos=11456;109000;92;4h,k;Kerrostalo;90250
10608;Kuurakuja 1, Talvikangas Oulu;1860;2004;http://www.etuovi.com/kohde/e33938?sc=M1042147289&pos=11417;139500;75;3h+k+kh/khh-tila+s+erill.wc;Rivitalo;90630
10616;Kutterintie 2, Jääli Oulu;1592;2006;http://www.etuovi.com/kohde/1193073?sc=M1042147289&pos=11455;199000;125;5h, k, s, khh, 2wc,vh;Omakotitalo;90940
10617;Mäntätie 10, Nokela Oulu;1897;1954;http://www.etuovi.com/kohde/1193055?sc=M1042147289&pos=11456;193500;102;4h, k, wc, sa, kh, khh, kellaritilat;Omakotitalo;90150
10619;Raappanantie 1, Kiviniemi Oulu;1200;1984;http://www.etuovi.com/kohde/1193047?sc=M1042147289&pos=11458;78000;65;2h, k, s, wc, veranta;Rivitalo;90810
10620;Hankasentie 1, Mustasuo Oulu;1286;1970;http://www.etuovi.com/kohde/1193087?sc=M1042147289&pos=11459;99000;77;3h,k,takkah,sa,2kh/wc,2vh,et,varasto;Rivitalo;90560
10621;Vinssikuja 4, Niemenranta Oulu;1578;2011;http://www.etuovi.com/kohde/1193044?sc=M1042147289&pos=11460;295000;187;5h, k, 2x ph,2x wc, s, khh, aula;Omakotitalo;90460
10656;Kuivastie 10, Tuira Oulu;1584;1979;http://www.etuovi.com/kohde/1193065?sc=M1042147289&pos=11485;99000;62.5;2h, k, kh/wc, vh, lasit.parv.;Kerrostalo;90500
10675;Nikkarinkuja 11, Oulunsalo Oulu;1521;2005;http://www.etuovi.com/kohde/1193040?sc=M1042147289&pos=11504;178000;117;4h, k, aula, ph, s, khh;Paritalo;90460
10677;Myllytullinkatu 12, Myllytulli Oulu;2355;1990;http://www.etuovi.com/kohde/1193037?sc=M1042147289&pos=11506;219000;93;4h, k, s;Kerrostalo;90130
10687;Siilotie 23 B 20, Toppilansalmi Oulu;3203;2014;http://www.etuovi.com/kohde/1193138?sc=M1042147289&pos=11516;189000;59;1mh,avok,oh,rt,s;Kerrostalo;90520
10694;Niementie 17, Oulunsalo Oulu;2180;2015;http://www.etuovi.com/kohde/1193056?sc=M1042147289&pos=11523;198380;91;4h, k, khh, kh, s;Paritalo;90460
10696;Niementie 17, Oulunsalo Oulu;2180;2015;http://www.etuovi.com/kohde/1193093?sc=M1042147289&pos=11525;198380;91;4h, k, khh, kh, s;Paritalo;90460
10698;Tervakukkatie 23, Rajakylä Oulu;944;1975;http://www.etuovi.com/kohde/1193060?sc=M1042147289&pos=11527;110000;116.5;5h, k, s;Rivitalo;90580
10701;Suohaukantie 3, Kaukovainio Oulu;1179;1966;http://www.etuovi.com/kohde/1193092?sc=M1042147289&pos=11530;89000;75.5;3h, k;Kerrostalo;90250
10752;Siilotie 21, Toppilansalmi Oulu;3353;2014;http://www.etuovi.com/kohde/e33922?sc=M1042147289&pos=11575;216300;64.5;3h+k+s;Kerrostalo;90520
10757;Lehtokertunkuja 2 A, Oulunlahti Oulu;1896;1998;http://www.etuovi.com/kohde/7716962?sc=M1042147289&pos=11580;109000;57.5;2h, k, s;Rivitalo;90420
10759;Haapakuja 9, Ylä-Haapalehto Oulu;1459;1976;http://www.etuovi.com/kohde/1191324?sc=M1042147289&pos=11592;89000;61;2h, k, s;Rivitalo;90650
10764;Akionkuja 28, Oulunsalo Oulu;1700;1992;http://www.etuovi.com/kohde/9686502?sc=M1042147289&pos=11598;170000;100;3h, k, s;Omakotitalo;90470
10769;Pummimiehentie 8 A, Hintta Oulu;2800;2015;http://www.etuovi.com/kohde/582662?sc=M1042147289&pos=11603;211400;75.5;3h,k,ph,sa,parveke;Kerrostalo;90650
10810;Haasiokatu 8 E, Karjasilta Oulu;3716;2015;http://www.etuovi.com/kohde/582562?sc=M1042147289&pos=11661;267540;72;3h,kt,s;Kerrostalo;90140
10811;Tilustie 4 D, Haapalehto Oulu;1434;1978;http://www.etuovi.com/kohde/7726928?sc=M1042147289&pos=11662;124000;86.5;4h, k, s;Rivitalo;90650
10815;Höyrymyllyntie 18, Toppilansalmi Oulu;4823;2015;http://www.etuovi.com/kohde/7728105?sc=M1042147289&pos=11643;299000;62;2h+k+s;Kerrostalo;90520
10816;Pummimiehentie 8 A, Hintta Oulu;3000;2015;http://www.etuovi.com/kohde/582663?sc=M1042147289&pos=11655;226500;75.5;3h,k,ph,sa,parveke;Kerrostalo;90650
10817;Pummimiehentie 8 A, Hintta Oulu;2649;2015;http://www.etuovi.com/kohde/582650?sc=M1042147289&pos=11656;199995;75.5;3h,k,ph,sa, parveke;Kerrostalo;90650
10824;Suojuoksuntie 61, Kivikkokangas Oulu;2123;2014;http://www.etuovi.com/kohde/7728103?sc=M1042147289&pos=11644;259000;122;5h+k;Omakotitalo;90650
10856;Siionintie 24, Herukka Oulu;2055;1998;http://www.etuovi.com/kohde/e33842?sc=M1042147289&pos=11701;149000;72.5;3h+k+vh+ph+sa+er.wc+lasitettu terassi+autokatosp.;Rivitalo;90800
10878;Haasiokatu 8 D, Karjasilta Oulu;3509;2015;http://www.etuovi.com/kohde/582559?sc=M1042147289&pos=11713;299995;85.5;4h,kt,s;Rivitalo;90140
10879;Haasiokatu 8 C, Karjasilta Oulu;3457;2015;http://www.etuovi.com/kohde/582557?sc=M1042147289&pos=11714;373380;108;5h,kt,s;Rivitalo;90140
10880;Haasiokatu 8 C, Karjasilta Oulu;3499;2015;http://www.etuovi.com/kohde/582552?sc=M1042147289&pos=11715;346395;99;5h,kt,s;Rivitalo;90140
10881;Haasiokatu 8 E, Karjasilta Oulu;3688;2015;http://www.etuovi.com/kohde/582565?sc=M1042147289&pos=11716;252630;68.5;3h,kt,s;Kerrostalo;90140
10882;Haasiokatu 8 E, Karjasilta Oulu;3578;2015;http://www.etuovi.com/kohde/582561?sc=M1042147289&pos=11717;245070;68.5;3h,kt,s;Kerrostalo;90140
10919;Kirkkokatu 4, Keskusta Oulu;2180;1957;http://www.etuovi.com/kohde/1192869?sc=M1042147289&pos=11755;109000;50;2h, k;Kerrostalo;90100
10921;Haasiokatu 8 C, Karjasilta Oulu;3506;2015;http://www.etuovi.com/kohde/582542?sc=M1042147289&pos=11757;341880;97.5;5h,kt,s;Rivitalo;90140
10922;Haasiokatu 8 C, Karjasilta Oulu;3509;2015;http://www.etuovi.com/kohde/582550?sc=M1042147289&pos=11758;299995;85.5;4h,kt,s;Rivitalo;90140
10982;Nilatie 16 B, Pateniemi Oulu;1663;1994;http://www.etuovi.com/kohde/e33783?sc=M1042147289&pos=11839;99800;60;2h+k+ph+sa+pihaa+autokatos;Rivitalo;90800
11048;Rautatienkatu 84 E50, Limingantulli Oulu;3475;2017;http://www.etuovi.com/kohde/e33677?sc=M1042147289&pos=11895;189400;54.5;3h+kt+s+p;Kerrostalo;90400
11049;Rautatienkatu 84 E49, Limingantulli Oulu;3985;2017;http://www.etuovi.com/kohde/e33676?sc=M1042147289&pos=11896;155400;39;2h+kt+s+p;Kerrostalo;90400
11050;Rautatienkatu 84 E48, Limingantulli Oulu;3707;2017;http://www.etuovi.com/kohde/e33674?sc=M1042147289&pos=11897;179800;48.5;2h+kt+s+p;Kerrostalo;90400
11051;Rautatienkatu 84 E46, Limingantulli Oulu;3985;2017;http://www.etuovi.com/kohde/e33673?sc=M1042147289&pos=11898;159400;40;2h+kt+s+p;Kerrostalo;90400
11052;Rautatienkatu 84 E45, Limingantulli Oulu;3984;2017;http://www.etuovi.com/kohde/e33672?sc=M1042147289&pos=11899;147400;37;2h+kt+p;Kerrostalo;90400
11053;Rautatienkatu 84 E43, Limingantulli Oulu;3813;2017;http://www.etuovi.com/kohde/e33669?sc=M1042147289&pos=11900;175400;46;2h+kt+s+p;Kerrostalo;90400
11054;Rautatienkatu 84 E29, Limingantulli Oulu;3815;2017;http://www.etuovi.com/kohde/e33644?sc=M1042147289&pos=11911;148800;39;2h+kt+s+p;Kerrostalo;90400
11055;Rautatienkatu 84 E28, Limingantulli Oulu;3575;2017;http://www.etuovi.com/kohde/e33643?sc=M1042147289&pos=11912;173400;48.5;2h+kt+s+p;Kerrostalo;90400
11056;Rautatienkatu 84 E20, Limingantulli Oulu;3262;2017;http://www.etuovi.com/kohde/e33642?sc=M1042147289&pos=11913;177800;54.5;3h+kt+s+p;Kerrostalo;90400
11057;Rautatienkatu 84 E23, Limingantulli Oulu;3648;2017;http://www.etuovi.com/kohde/e33639?sc=M1042147289&pos=11914;167800;46;2h+kt+s+p;Kerrostalo;90400
11058;Rautatienkatu 84 E21, Limingantulli Oulu;3815;2017;http://www.etuovi.com/kohde/e33638?sc=M1042147289&pos=11915;148800;39;2h+kt+s+p;Kerrostalo;90400
11059;Rautatienkatu 84 E18, Limingantulli Oulu;3518;2017;http://www.etuovi.com/kohde/e33637?sc=M1042147289&pos=11916;172400;49;2h+k+s+p;Kerrostalo;90400
11060;Rautatienkatu 84 E19, Limingantulli Oulu;3754;2017;http://www.etuovi.com/kohde/e33636?sc=M1042147289&pos=11917;146400;39;2h+kt+s+p;Kerrostalo;90400
11061;Rautatienkatu 84 E22, Limingantulli Oulu;3418;2017;http://www.etuovi.com/kohde/e33634?sc=M1042147289&pos=11918;206800;60.5;3h+k+s+p;Kerrostalo;90400
11062;Rautatienkatu 84 E15, Limingantulli Oulu;3741;2017;http://www.etuovi.com/kohde/e33633?sc=M1042147289&pos=11919;138400;37;2h+kt+p;Kerrostalo;90400
11063;Rautatienkatu 84 E17, Limingantulli Oulu;3583;2017;http://www.etuovi.com/kohde/e33632?sc=M1042147289&pos=11920;168400;47;2h+kt+s+p;Kerrostalo;90400
